id,segment,sequence
1_933_0.mat,155,3.0
1_934_0.mat,155,4.0
1_935_0.mat,155,5.0
1_936_0.mat,155,6.0
1_937_0.mat,156,1.0
1_938_0.mat,156,2.0
1_939_0.mat,156,3.0
1_940_0.mat,156,4.0
1_941_0.mat,156,5.0
1_942_0.mat,156,6.0
1_943_0.mat,157,1.0
1_944_0.mat,157,2.0
1_945_0.mat,157,3.0
1_946_0.mat,157,4.0
1_947_0.mat,157,5.0
1_948_0.mat,157,6.0
1_949_0.mat,158,1.0
1_950_0.mat,158,2.0
1_951_0.mat,158,3.0
1_952_0.mat,158,4.0
1_953_0.mat,158,5.0
1_954_0.mat,158,6.0
1_955_0.mat,159,1.0
1_956_0.mat,159,2.0
1_957_0.mat,159,3.0
1_958_0.mat,159,4.0
1_959_0.mat,159,5.0
1_960_0.mat,159,6.0
1_961_0.mat,160,1.0
1_962_0.mat,160,2.0
1_963_0.mat,160,3.0
1_964_0.mat,160,4.0
1_965_0.mat,160,5.0
1_966_0.mat,160,6.0
1_967_0.mat,161,1.0
1_968_0.mat,161,2.0
1_969_0.mat,161,3.0
1_970_0.mat,161,4.0
1_971_0.mat,161,5.0
1_972_0.mat,161,6.0
1_973_0.mat,162,1.0
1_974_0.mat,162,2.0
1_975_0.mat,162,3.0
1_976_0.mat,162,4.0
1_977_0.mat,162,5.0
1_978_0.mat,162,6.0
1_979_0.mat,163,1.0
1_980_0.mat,163,2.0
1_981_0.mat,163,3.0
1_982_0.mat,163,4.0
1_983_0.mat,163,5.0
1_984_0.mat,163,6.0
1_985_0.mat,164,1.0
1_986_0.mat,164,2.0
1_987_0.mat,164,3.0
1_988_0.mat,164,4.0
1_989_0.mat,164,5.0
1_990_0.mat,164,6.0
1_991_0.mat,165,1.0
1_992_0.mat,165,2.0
1_993_0.mat,165,3.0
1_994_0.mat,165,4.0
1_995_0.mat,165,5.0
1_996_0.mat,165,6.0
1_997_0.mat,166,1.0
1_998_0.mat,166,2.0
1_999_0.mat,166,3.0
1_1000_0.mat,166,4.0
1_1001_0.mat,166,5.0
1_1002_0.mat,166,6.0
1_1003_0.mat,167,1.0
1_1004_0.mat,167,2.0
1_1005_0.mat,167,3.0
1_1006_0.mat,167,4.0
1_1007_0.mat,167,5.0
1_1008_0.mat,167,6.0
1_1009_0.mat,168,1.0
1_1010_0.mat,168,2.0
1_1011_0.mat,168,3.0
1_1012_0.mat,168,4.0
1_1013_0.mat,168,5.0
1_1014_0.mat,168,6.0
1_1015_0.mat,169,1.0
1_1016_0.mat,169,2.0
1_1017_0.mat,169,3.0
1_1018_0.mat,169,4.0
1_1019_0.mat,169,5.0
1_1020_0.mat,169,6.0
1_1021_0.mat,170,1.0
1_1022_0.mat,170,2.0
1_1023_0.mat,170,3.0
1_1024_0.mat,170,4.0
1_1025_0.mat,170,5.0
1_1026_0.mat,170,6.0
1_1027_0.mat,171,1.0
1_1028_0.mat,171,2.0
1_1029_0.mat,171,3.0
1_1030_0.mat,171,4.0
1_1031_0.mat,171,5.0
1_1032_0.mat,171,6.0
1_1033_0.mat,172,1.0
1_1034_0.mat,172,2.0
1_1035_0.mat,172,3.0
1_1036_0.mat,172,4.0
1_1037_0.mat,172,5.0
1_1038_0.mat,172,6.0
1_1039_0.mat,173,1.0
1_1040_0.mat,173,2.0
1_1041_0.mat,173,3.0
1_1042_0.mat,173,4.0
1_1043_0.mat,173,5.0
1_1044_0.mat,173,6.0
1_1045_0.mat,174,1.0
1_1046_0.mat,174,2.0
1_1047_0.mat,174,3.0
1_1048_0.mat,174,4.0
1_1049_0.mat,174,5.0
1_1050_0.mat,174,6.0
1_1051_0.mat,175,1.0
1_1052_0.mat,175,2.0
1_1053_0.mat,175,3.0
1_1054_0.mat,175,4.0
1_1055_0.mat,175,5.0
1_1056_0.mat,175,6.0
1_1057_0.mat,176,1.0
1_1058_0.mat,176,2.0
1_1059_0.mat,176,3.0
1_1060_0.mat,176,4.0
1_1061_0.mat,176,5.0
1_1062_0.mat,176,6.0
1_1063_0.mat,177,1.0
1_1064_0.mat,177,2.0
1_1065_0.mat,177,3.0
1_1066_0.mat,177,4.0
1_1067_0.mat,177,5.0
1_1068_0.mat,177,6.0
1_1069_0.mat,178,1.0
1_1070_0.mat,178,2.0
1_1071_0.mat,178,3.0
1_1072_0.mat,178,4.0
1_1073_0.mat,178,5.0
1_1074_0.mat,178,6.0
1_1075_0.mat,179,1.0
1_1076_0.mat,179,2.0
1_1077_0.mat,179,3.0
1_1078_0.mat,179,4.0
1_1079_0.mat,179,5.0
1_1080_0.mat,179,6.0
1_1081_0.mat,180,1.0
1_1082_0.mat,180,2.0
1_1083_0.mat,180,3.0
1_1084_0.mat,180,4.0
1_1085_0.mat,180,5.0
1_1086_0.mat,180,6.0
1_1087_0.mat,181,1.0
1_1088_0.mat,181,2.0
1_1089_0.mat,181,3.0
1_1090_0.mat,181,4.0
1_1091_0.mat,181,5.0
1_1092_0.mat,181,6.0
1_1093_0.mat,182,1.0
1_1094_0.mat,182,2.0
1_1095_0.mat,182,3.0
1_1096_0.mat,182,4.0
1_1097_0.mat,182,5.0
1_1098_0.mat,182,6.0
1_1099_0.mat,183,1.0
1_1100_0.mat,183,2.0
1_1101_0.mat,183,3.0
1_1102_0.mat,183,4.0
1_1103_0.mat,183,5.0
1_1104_0.mat,183,6.0
1_1105_0.mat,184,1.0
1_1106_0.mat,184,2.0
1_1107_0.mat,184,3.0
1_1108_0.mat,184,4.0
1_1109_0.mat,184,5.0
1_1110_0.mat,184,6.0
1_1111_0.mat,185,1.0
1_1112_0.mat,185,2.0
1_1113_0.mat,185,3.0
1_1114_0.mat,185,4.0
1_1115_0.mat,185,5.0
1_1116_0.mat,185,6.0
1_1117_0.mat,186,1.0
1_1118_0.mat,186,2.0
1_1119_0.mat,186,3.0
1_1120_0.mat,186,4.0
1_1121_0.mat,186,5.0
1_1122_0.mat,186,6.0
1_1123_0.mat,187,1.0
1_1124_0.mat,187,2.0
1_1125_0.mat,187,3.0
1_1126_0.mat,187,4.0
1_1127_0.mat,187,5.0
1_1128_0.mat,187,6.0
1_1129_0.mat,188,1.0
1_1130_0.mat,188,2.0
1_1131_0.mat,188,3.0
1_1132_0.mat,188,4.0
1_1133_0.mat,188,5.0
1_1134_0.mat,188,6.0
1_1135_0.mat,189,1.0
1_1136_0.mat,189,2.0
1_1137_0.mat,189,3.0
1_1138_0.mat,189,4.0
1_1139_0.mat,189,5.0
1_1140_0.mat,189,6.0
1_1141_0.mat,190,1.0
1_1142_0.mat,190,2.0
1_1143_0.mat,190,3.0
1_1144_0.mat,190,4.0
1_1145_0.mat,190,5.0
1_1146_0.mat,190,6.0
1_1147_0.mat,191,1.0
1_1148_0.mat,191,2.0
1_1149_0.mat,191,3.0
1_1150_0.mat,191,4.0
1_1151_0.mat,191,5.0
1_1152_0.mat,191,6.0
1_1_1.mat,932,1.0
1_2_1.mat,932,2.0
1_3_1.mat,932,3.0
1_4_1.mat,932,4.0
1_5_1.mat,932,5.0
1_6_1.mat,932,6.0
1_7_1.mat,933,1.0
1_8_1.mat,933,2.0
1_9_1.mat,933,3.0
1_10_1.mat,933,4.0
1_11_1.mat,933,5.0
1_12_1.mat,933,6.0
1_13_1.mat,934,1.0
1_14_1.mat,934,2.0
1_15_1.mat,934,3.0
1_16_1.mat,934,4.0
1_17_1.mat,934,5.0
1_18_1.mat,934,6.0
1_19_1.mat,935,1.0
1_20_1.mat,935,2.0
1_21_1.mat,935,3.0
1_22_1.mat,935,4.0
1_23_1.mat,935,5.0
1_24_1.mat,935,6.0
1_25_1.mat,936,1.0
1_26_1.mat,936,2.0
1_27_1.mat,936,3.0
1_28_1.mat,936,4.0
1_29_1.mat,936,5.0
1_30_1.mat,936,6.0
1_31_1.mat,937,1.0
1_32_1.mat,937,2.0
1_33_1.mat,937,3.0
1_34_1.mat,937,4.0
1_35_1.mat,937,5.0
1_36_1.mat,937,6.0
1_37_1.mat,938,1.0
1_38_1.mat,938,2.0
1_39_1.mat,938,3.0
1_40_1.mat,938,4.0
1_41_1.mat,938,5.0
1_42_1.mat,938,6.0
1_43_1.mat,939,1.0
1_44_1.mat,939,2.0
1_45_1.mat,939,3.0
1_46_1.mat,939,4.0
1_47_1.mat,939,5.0
1_48_1.mat,939,6.0
1_49_1.mat,940,1.0
1_50_1.mat,940,2.0
1_51_1.mat,940,3.0
1_52_1.mat,940,4.0
1_53_1.mat,940,5.0
1_54_1.mat,940,6.0
1_55_1.mat,941,1.0
1_56_1.mat,941,2.0
1_57_1.mat,941,3.0
1_58_1.mat,941,4.0
1_59_1.mat,941,5.0
1_60_1.mat,941,6.0
1_61_1.mat,942,1.0
1_62_1.mat,942,2.0
1_63_1.mat,942,3.0
1_64_1.mat,942,4.0
1_65_1.mat,942,5.0
1_66_1.mat,942,6.0
1_67_1.mat,943,1.0
1_68_1.mat,943,2.0
1_69_1.mat,943,3.0
1_70_1.mat,943,4.0
1_71_1.mat,943,5.0
1_72_1.mat,943,6.0
1_73_1.mat,944,1.0
1_74_1.mat,944,2.0
1_75_1.mat,944,3.0
1_76_1.mat,944,4.0
1_77_1.mat,944,5.0
1_78_1.mat,944,6.0
1_79_1.mat,945,1.0
1_80_1.mat,945,2.0
1_81_1.mat,945,3.0
1_82_1.mat,945,4.0
1_83_1.mat,945,5.0
1_84_1.mat,945,6.0
1_85_1.mat,946,1.0
1_86_1.mat,946,2.0
1_87_1.mat,946,3.0
1_88_1.mat,946,4.0
1_89_1.mat,946,5.0
1_90_1.mat,946,6.0
1_91_1.mat,947,1.0
1_92_1.mat,947,2.0
1_93_1.mat,947,3.0
1_94_1.mat,947,4.0
1_95_1.mat,947,5.0
1_96_1.mat,947,6.0
1_97_1.mat,948,1.0
1_98_1.mat,948,2.0
1_99_1.mat,948,3.0
1_100_1.mat,948,4.0
1_101_1.mat,948,5.0
1_102_1.mat,948,6.0
1_103_1.mat,949,1.0
1_104_1.mat,949,2.0
1_105_1.mat,949,3.0
1_106_1.mat,949,4.0
1_107_1.mat,949,5.0
1_108_1.mat,949,6.0
1_109_1.mat,950,1.0
1_110_1.mat,950,2.0
1_111_1.mat,950,3.0
1_112_1.mat,950,4.0
1_113_1.mat,950,5.0
1_114_1.mat,950,6.0
1_115_1.mat,951,1.0
1_116_1.mat,951,2.0
1_117_1.mat,951,3.0
1_118_1.mat,951,4.0
1_119_1.mat,951,5.0
1_120_1.mat,951,6.0
1_121_1.mat,952,1.0
1_122_1.mat,952,2.0
1_123_1.mat,952,3.0
1_124_1.mat,952,4.0
1_125_1.mat,952,5.0
1_126_1.mat,952,6.0
1_127_1.mat,953,1.0
1_128_1.mat,953,2.0
1_129_1.mat,953,3.0
1_130_1.mat,953,4.0
1_131_1.mat,953,5.0
1_132_1.mat,953,6.0
1_133_1.mat,954,1.0
1_134_1.mat,954,2.0
1_135_1.mat,954,3.0
1_136_1.mat,954,4.0
1_137_1.mat,954,5.0
1_138_1.mat,954,6.0
1_139_1.mat,955,1.0
1_140_1.mat,955,2.0
1_141_1.mat,955,3.0
1_142_1.mat,955,4.0
1_143_1.mat,955,5.0
1_144_1.mat,955,6.0
1_145_1.mat,956,1.0
1_146_1.mat,956,2.0
1_147_1.mat,956,3.0
1_148_1.mat,956,4.0
1_149_1.mat,956,5.0
1_150_1.mat,956,6.0
old_1_1009_1.mat,1007,1.0
old_1_1021_1.mat,1008,1.0
old_1_1054_1.mat,1009,1.0
old_1_1073_1.mat,1010,1.0
old_1_107_1.mat,1011,1.0
old_1_1086_1.mat,1012,1.0
old_1_1104_1.mat,1013,1.0
old_1_112_1.mat,1014,1.0
old_1_1142_1.mat,1015,1.0
old_1_1166_1.mat,1016,1.0
old_1_1169_1.mat,1017,1.0
old_1_1182_1.mat,1018,1.0
old_1_1215_1.mat,1019,1.0
old_1_1230_1.mat,1020,1.0
old_1_1232_1.mat,1021,1.0
old_1_1243_1.mat,1022,1.0
old_1_1247_1.mat,1023,1.0
old_1_1258_1.mat,1024,1.0
old_1_126_1.mat,1025,1.0
old_1_1327_1.mat,1026,1.0
old_1_1333_1.mat,1027,1.0
old_1_1346_1.mat,1028,1.0
old_1_1348_1.mat,1029,1.0
old_1_1353_1.mat,1030,1.0
old_1_1355_1.mat,1031,1.0
old_1_1366_1.mat,1032,1.0
old_1_1374_1.mat,1033,1.0
old_1_1380_1.mat,1034,1.0
old_1_1390_1.mat,1035,1.0
old_1_1410_1.mat,1036,1.0
old_1_1417_1.mat,1037,1.0
old_1_1427_1.mat,1038,1.0
old_1_1438_1.mat,1039,1.0
old_1_1454_1.mat,1040,1.0
old_1_1459_1.mat,1041,1.0
old_1_1494_1.mat,1042,1.0
old_1_1506_1.mat,1043,1.0
old_1_151_1.mat,1044,1.0
old_1_1530_1.mat,1045,1.0
old_1_1533_1.mat,1046,1.0
old_1_1578_1.mat,1047,1.0
old_1_169_1.mat,1048,1.0
old_1_17_1.mat,1049,1.0
old_1_183_1.mat,1050,1.0
old_1_19_1.mat,1051,1.0
old_1_202_1.mat,1052,1.0
old_1_216_1.mat,1053,1.0
old_1_239_1.mat,1054,1.0
old_1_245_1.mat,1055,1.0
old_1_264_1.mat,1056,1.0
old_1_26_1.mat,1057,1.0
old_1_271_1.mat,1058,1.0
old_1_300_1.mat,1059,1.0
old_1_318_1.mat,1060,1.0
old_1_322_1.mat,1061,1.0
old_1_341_1.mat,1062,1.0
old_1_350_1.mat,1063,1.0
old_1_354_1.mat,1064,1.0
old_1_358_1.mat,1065,1.0
old_1_386_1.mat,1066,1.0
old_1_402_1.mat,1067,1.0
old_1_403_1.mat,1068,1.0
old_1_432_1.mat,1069,1.0
old_1_460_1.mat,1070,1.0
old_1_514_1.mat,1071,1.0
old_1_517_1.mat,1072,1.0
old_1_518_1.mat,1073,1.0
old_1_527_1.mat,1074,1.0
old_1_541_1.mat,1075,1.0
old_1_542_1.mat,1076,1.0
old_1_556_1.mat,1077,1.0
old_1_557_1.mat,1078,1.0
old_1_559_1.mat,1079,1.0
old_1_584_1.mat,1080,1.0
old_1_585_1.mat,1081,1.0
old_1_586_1.mat,1082,1.0
old_1_597_1.mat,1083,1.0
old_1_607_1.mat,1084,1.0
old_1_608_1.mat,1085,1.0
old_1_612_1.mat,1086,1.0
old_1_619_1.mat,1087,1.0
old_1_625_1.mat,1088,1.0
old_1_637_1.mat,1089,1.0
old_1_652_1.mat,1090,1.0
old_1_654_1.mat,1091,1.0
old_1_665_1.mat,1092,1.0
old_1_68_1.mat,1093,1.0
old_1_691_1.mat,1094,1.0
old_1_697_1.mat,1095,1.0
old_1_700_1.mat,1096,1.0
old_1_701_1.mat,1097,1.0
old_1_732_1.mat,1098,1.0
old_1_733_1.mat,1099,1.0
old_1_747_1.mat,1100,1.0
old_1_754_1.mat,1101,1.0
old_1_75_1.mat,1102,1.0
old_1_776_1.mat,1103,1.0
old_1_803_1.mat,1104,1.0
old_1_862_1.mat,1105,1.0
old_1_887_1.mat,1106,1.0
old_1_8_1.mat,1107,1.0
old_1_916_1.mat,1108,1.0
old_1_921_1.mat,1109,1.0
old_1_963_1.mat,1110,1.0
old_1_974_1.mat,1111,1.0
old_1_976_1.mat,1112,1.0
2_1_0.mat,192,1.0
2_2_0.mat,192,2.0
2_3_0.mat,192,3.0
2_4_0.mat,192,4.0
2_5_0.mat,192,5.0
2_6_0.mat,192,6.0
2_7_0.mat,193,1.0
2_8_0.mat,193,2.0
2_9_0.mat,193,3.0
2_10_0.mat,193,4.0
2_11_0.mat,193,5.0
2_12_0.mat,193,6.0
2_13_0.mat,194,1.0
2_14_0.mat,194,2.0
2_15_0.mat,194,3.0
2_16_0.mat,194,4.0
2_17_0.mat,194,5.0
2_18_0.mat,194,6.0
2_19_0.mat,195,1.0
2_20_0.mat,195,2.0
2_21_0.mat,195,3.0
2_22_0.mat,195,4.0
2_23_0.mat,195,5.0
2_24_0.mat,195,6.0
2_25_0.mat,196,1.0
2_26_0.mat,196,2.0
2_27_0.mat,196,3.0
2_28_0.mat,196,4.0
2_29_0.mat,196,5.0
2_30_0.mat,196,6.0
2_31_0.mat,197,1.0
2_32_0.mat,197,2.0
2_33_0.mat,197,3.0
2_34_0.mat,197,4.0
2_35_0.mat,197,5.0
2_36_0.mat,197,6.0
2_37_0.mat,198,1.0
2_38_0.mat,198,2.0
2_39_0.mat,198,3.0
2_40_0.mat,198,4.0
2_41_0.mat,198,5.0
2_42_0.mat,198,6.0
2_43_0.mat,199,1.0
2_44_0.mat,199,2.0
2_45_0.mat,199,3.0
2_46_0.mat,199,4.0
2_47_0.mat,199,5.0
2_48_0.mat,199,6.0
2_49_0.mat,200,1.0
2_50_0.mat,200,2.0
2_51_0.mat,200,3.0
2_52_0.mat,200,4.0
2_53_0.mat,200,5.0
2_54_0.mat,200,6.0
2_55_0.mat,201,1.0
2_56_0.mat,201,2.0
2_57_0.mat,201,3.0
2_58_0.mat,201,4.0
2_59_0.mat,201,5.0
2_60_0.mat,201,6.0
2_61_0.mat,202,1.0
2_62_0.mat,202,2.0
2_63_0.mat,202,3.0
2_64_0.mat,202,4.0
2_65_0.mat,202,5.0
2_66_0.mat,202,6.0
2_67_0.mat,203,1.0
2_68_0.mat,203,2.0
2_69_0.mat,203,3.0
2_70_0.mat,203,4.0
2_71_0.mat,203,5.0
2_72_0.mat,203,6.0
2_73_0.mat,204,1.0
2_74_0.mat,204,2.0
2_75_0.mat,204,3.0
2_76_0.mat,204,4.0
2_77_0.mat,204,5.0
2_78_0.mat,204,6.0
2_79_0.mat,205,1.0
2_80_0.mat,205,2.0
2_81_0.mat,205,3.0
2_82_0.mat,205,4.0
2_83_0.mat,205,5.0
2_84_0.mat,205,6.0
2_85_0.mat,206,1.0
2_86_0.mat,206,2.0
2_87_0.mat,206,3.0
2_88_0.mat,206,4.0
2_89_0.mat,206,5.0
2_90_0.mat,206,6.0
2_91_0.mat,207,1.0
2_92_0.mat,207,2.0
2_93_0.mat,207,3.0
2_94_0.mat,207,4.0
2_95_0.mat,207,5.0
2_96_0.mat,207,6.0
2_97_0.mat,208,1.0
2_98_0.mat,208,2.0
2_99_0.mat,208,3.0
2_100_0.mat,208,4.0
2_101_0.mat,208,5.0
2_102_0.mat,208,6.0
2_103_0.mat,209,1.0
2_104_0.mat,209,2.0
2_105_0.mat,209,3.0
2_106_0.mat,209,4.0
2_107_0.mat,209,5.0
2_108_0.mat,209,6.0
2_109_0.mat,210,1.0
2_110_0.mat,210,2.0
2_111_0.mat,210,3.0
2_112_0.mat,210,4.0
2_113_0.mat,210,5.0
2_114_0.mat,210,6.0
2_115_0.mat,211,1.0
2_116_0.mat,211,2.0
2_117_0.mat,211,3.0
2_118_0.mat,211,4.0
2_119_0.mat,211,5.0
2_120_0.mat,211,6.0
2_121_0.mat,212,1.0
2_122_0.mat,212,2.0
2_123_0.mat,212,3.0
2_124_0.mat,212,4.0
2_125_0.mat,212,5.0
2_126_0.mat,212,6.0
2_127_0.mat,213,1.0
2_128_0.mat,213,2.0
2_129_0.mat,213,3.0
2_130_0.mat,213,4.0
2_131_0.mat,213,5.0
2_132_0.mat,213,6.0
2_133_0.mat,214,1.0
2_134_0.mat,214,2.0
2_135_0.mat,214,3.0
2_136_0.mat,214,4.0
2_137_0.mat,214,5.0
2_138_0.mat,214,6.0
2_139_0.mat,215,1.0
2_140_0.mat,215,2.0
2_141_0.mat,215,3.0
2_142_0.mat,215,4.0
2_143_0.mat,215,5.0
2_144_0.mat,215,6.0
2_145_0.mat,216,1.0
2_146_0.mat,216,2.0
2_147_0.mat,216,3.0
2_148_0.mat,216,4.0
2_149_0.mat,216,5.0
2_150_0.mat,216,6.0
2_151_0.mat,217,1.0
2_152_0.mat,217,2.0
2_153_0.mat,217,3.0
2_154_0.mat,217,4.0
2_155_0.mat,217,5.0
2_156_0.mat,217,6.0
2_157_0.mat,218,1.0
2_158_0.mat,218,2.0
2_159_0.mat,218,3.0
2_160_0.mat,218,4.0
2_161_0.mat,218,5.0
2_162_0.mat,218,6.0
2_163_0.mat,219,1.0
2_164_0.mat,219,2.0
2_165_0.mat,219,3.0
2_166_0.mat,219,4.0
2_167_0.mat,219,5.0
2_168_0.mat,219,6.0
2_169_0.mat,220,1.0
2_170_0.mat,220,2.0
2_171_0.mat,220,3.0
2_172_0.mat,220,4.0
2_173_0.mat,220,5.0
2_174_0.mat,220,6.0
2_175_0.mat,221,1.0
2_176_0.mat,221,2.0
2_177_0.mat,221,3.0
2_178_0.mat,221,4.0
2_179_0.mat,221,5.0
2_180_0.mat,221,6.0
2_181_0.mat,222,1.0
2_182_0.mat,222,2.0
2_183_0.mat,222,3.0
2_184_0.mat,222,4.0
2_185_0.mat,222,5.0
2_186_0.mat,222,6.0
2_187_0.mat,223,1.0
2_188_0.mat,223,2.0
2_189_0.mat,223,3.0
2_190_0.mat,223,4.0
2_191_0.mat,223,5.0
2_192_0.mat,223,6.0
2_193_0.mat,224,1.0
2_194_0.mat,224,2.0
2_195_0.mat,224,3.0
2_196_0.mat,224,4.0
2_197_0.mat,224,5.0
2_198_0.mat,224,6.0
2_199_0.mat,225,1.0
2_200_0.mat,225,2.0
2_201_0.mat,225,3.0
2_202_0.mat,225,4.0
2_203_0.mat,225,5.0
2_204_0.mat,225,6.0
2_205_0.mat,226,1.0
2_206_0.mat,226,2.0
2_207_0.mat,226,3.0
2_208_0.mat,226,4.0
2_209_0.mat,226,5.0
2_210_0.mat,226,6.0
2_211_0.mat,227,1.0
2_212_0.mat,227,2.0
2_213_0.mat,227,3.0
2_214_0.mat,227,4.0
2_215_0.mat,227,5.0
2_216_0.mat,227,6.0
2_217_0.mat,228,1.0
2_218_0.mat,228,2.0
2_219_0.mat,228,3.0
2_220_0.mat,228,4.0
2_221_0.mat,228,5.0
2_222_0.mat,228,6.0
2_223_0.mat,229,1.0
2_224_0.mat,229,2.0
2_225_0.mat,229,3.0
2_226_0.mat,229,4.0
2_227_0.mat,229,5.0
2_228_0.mat,229,6.0
2_229_0.mat,230,1.0
2_230_0.mat,230,2.0
2_231_0.mat,230,3.0
2_232_0.mat,230,4.0
2_233_0.mat,230,5.0
2_234_0.mat,230,6.0
2_235_0.mat,231,1.0
2_236_0.mat,231,2.0
2_237_0.mat,231,3.0
2_238_0.mat,231,4.0
2_239_0.mat,231,5.0
2_240_0.mat,231,6.0
2_241_0.mat,232,1.0
2_242_0.mat,232,2.0
2_243_0.mat,232,3.0
2_244_0.mat,232,4.0
2_245_0.mat,232,5.0
2_246_0.mat,232,6.0
2_247_0.mat,233,1.0
2_248_0.mat,233,2.0
2_249_0.mat,233,3.0
2_250_0.mat,233,4.0
2_251_0.mat,233,5.0
2_252_0.mat,233,6.0
2_253_0.mat,234,1.0
2_254_0.mat,234,2.0
2_255_0.mat,234,3.0
2_256_0.mat,234,4.0
2_257_0.mat,234,5.0
2_258_0.mat,234,6.0
2_259_0.mat,235,1.0
2_260_0.mat,235,2.0
2_261_0.mat,235,3.0
2_262_0.mat,235,4.0
2_263_0.mat,235,5.0
2_264_0.mat,235,6.0
2_265_0.mat,236,1.0
2_266_0.mat,236,2.0
2_267_0.mat,236,3.0
2_268_0.mat,236,4.0
2_269_0.mat,236,5.0
2_270_0.mat,236,6.0
2_271_0.mat,237,1.0
2_272_0.mat,237,2.0
2_273_0.mat,237,3.0
2_274_0.mat,237,4.0
2_275_0.mat,237,5.0
2_276_0.mat,237,6.0
2_277_0.mat,238,1.0
2_278_0.mat,238,2.0
2_279_0.mat,238,3.0
2_280_0.mat,238,4.0
2_281_0.mat,238,5.0
2_282_0.mat,238,6.0
2_283_0.mat,239,1.0
2_284_0.mat,239,2.0
2_285_0.mat,239,3.0
2_286_0.mat,239,4.0
2_287_0.mat,239,5.0
2_288_0.mat,239,6.0
2_289_0.mat,240,1.0
2_290_0.mat,240,2.0
2_291_0.mat,240,3.0
2_292_0.mat,240,4.0
2_293_0.mat,240,5.0
2_294_0.mat,240,6.0
2_295_0.mat,241,1.0
2_296_0.mat,241,2.0
2_297_0.mat,241,3.0
2_298_0.mat,241,4.0
2_299_0.mat,241,5.0
2_300_0.mat,241,6.0
2_301_0.mat,242,1.0
2_302_0.mat,242,2.0
2_303_0.mat,242,3.0
2_304_0.mat,242,4.0
2_305_0.mat,242,5.0
2_306_0.mat,242,6.0
2_307_0.mat,243,1.0
2_308_0.mat,243,2.0
2_309_0.mat,243,3.0
2_310_0.mat,243,4.0
2_311_0.mat,243,5.0
2_312_0.mat,243,6.0
2_313_0.mat,244,1.0
2_314_0.mat,244,2.0
2_315_0.mat,244,3.0
2_316_0.mat,244,4.0
2_317_0.mat,244,5.0
2_318_0.mat,244,6.0
2_319_0.mat,245,1.0
2_320_0.mat,245,2.0
2_321_0.mat,245,3.0
2_322_0.mat,245,4.0
2_323_0.mat,245,5.0
2_324_0.mat,245,6.0
2_325_0.mat,246,1.0
2_326_0.mat,246,2.0
2_327_0.mat,246,3.0
2_328_0.mat,246,4.0
2_329_0.mat,246,5.0
2_330_0.mat,246,6.0
2_331_0.mat,247,1.0
2_332_0.mat,247,2.0
2_333_0.mat,247,3.0
2_334_0.mat,247,4.0
2_335_0.mat,247,5.0
2_336_0.mat,247,6.0
2_337_0.mat,248,1.0
2_338_0.mat,248,2.0
2_339_0.mat,248,3.0
2_340_0.mat,248,4.0
2_341_0.mat,248,5.0
2_342_0.mat,248,6.0
2_343_0.mat,249,1.0
2_344_0.mat,249,2.0
2_345_0.mat,249,3.0
2_346_0.mat,249,4.0
2_347_0.mat,249,5.0
2_348_0.mat,249,6.0
2_349_0.mat,250,1.0
2_350_0.mat,250,2.0
2_351_0.mat,250,3.0
2_352_0.mat,250,4.0
2_353_0.mat,250,5.0
2_354_0.mat,250,6.0
2_355_0.mat,251,1.0
2_356_0.mat,251,2.0
2_357_0.mat,251,3.0
2_358_0.mat,251,4.0
2_359_0.mat,251,5.0
2_360_0.mat,251,6.0
2_361_0.mat,252,1.0
2_362_0.mat,252,2.0
2_363_0.mat,252,3.0
2_364_0.mat,252,4.0
2_365_0.mat,252,5.0
2_366_0.mat,252,6.0
2_367_0.mat,253,1.0
2_368_0.mat,253,2.0
2_369_0.mat,253,3.0
2_370_0.mat,253,4.0
2_371_0.mat,253,5.0
2_372_0.mat,253,6.0
2_373_0.mat,254,1.0
2_374_0.mat,254,2.0
2_375_0.mat,254,3.0
2_376_0.mat,254,4.0
2_377_0.mat,254,5.0
2_378_0.mat,254,6.0
2_379_0.mat,255,1.0
2_380_0.mat,255,2.0
2_381_0.mat,255,3.0
2_382_0.mat,255,4.0
2_383_0.mat,255,5.0
2_384_0.mat,255,6.0
2_385_0.mat,256,1.0
2_386_0.mat,256,2.0
2_387_0.mat,256,3.0
2_388_0.mat,256,4.0
2_389_0.mat,256,5.0
2_390_0.mat,256,6.0
2_391_0.mat,257,1.0
2_392_0.mat,257,2.0
2_393_0.mat,257,3.0
2_394_0.mat,257,4.0
2_395_0.mat,257,5.0
2_396_0.mat,257,6.0
2_397_0.mat,258,1.0
2_398_0.mat,258,2.0
2_399_0.mat,258,3.0
2_400_0.mat,258,4.0
2_401_0.mat,258,5.0
2_402_0.mat,258,6.0
2_403_0.mat,259,1.0
2_404_0.mat,259,2.0
2_405_0.mat,259,3.0
2_406_0.mat,259,4.0
2_407_0.mat,259,5.0
2_408_0.mat,259,6.0
2_409_0.mat,260,1.0
2_410_0.mat,260,2.0
2_411_0.mat,260,3.0
2_412_0.mat,260,4.0
2_413_0.mat,260,5.0
2_414_0.mat,260,6.0
2_415_0.mat,261,1.0
2_416_0.mat,261,2.0
2_417_0.mat,261,3.0
2_418_0.mat,261,4.0
2_419_0.mat,261,5.0
2_420_0.mat,261,6.0
2_421_0.mat,262,1.0
2_422_0.mat,262,2.0
